课程号,课序号,课程名,开课系所,容量,选课人数,余量,总学时,学分,星期,节次,持续节次,上课地点,上课周次,教师号1,教师名1,教师号2,教师名2,面向学生
94L112Q,03,微机原理与接口技术,电气,70,70,0,64,4,5,1,2,主校区逸夫教学楼YF312,"2,4,6,8,10,12,14,16周上",6263,姜久春,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L112Q,04,微机原理与接口技术,电气,70,70,0,64,4,1,1,2,主校区逸夫教学楼YF403,1-16周,6694,杨少兵,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L112Q,04,微机原理与接口技术,电气,70,70,0,64,4,3,2,2,主校区逸夫教学楼YF406,1-16周,6694,杨少兵,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L112Q,04,微机原理与接口技术,电气,70,70,0,64,4,5,1,2,主校区逸夫教学楼YF406,"2,4,6,8,10,12,14,16周上",6694,杨少兵,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L112Q,05,微机原理与接口技术,电气,70,70,0,64,4,1,1,2,主校区逸夫教学楼YF514,1-16周,7728,王健强,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L112Q,05,微机原理与接口技术,电气,70,70,0,64,4,3,2,2,主校区逸夫教学楼YF505,1-16周,7728,王健强,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L112Q,05,微机原理与接口技术,电气,70,70,0,64,4,5,1,2,主校区逸夫教学楼YF505,"2,4,6,8,10,12,14,16周上",7728,王健强,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L119Q,01,自动控制理论,电气,70,70,0,64,4,1,2,2,主校区逸夫教学楼YF606,1-16周,5616,王艳,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L119Q,01,自动控制理论,电气,70,70,0,64,4,3,1,2,主校区逸夫教学楼YF507,1-16周,5616,王艳,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L119Q,01,自动控制理论,电气,70,70,0,64,4,5,1,2,主校区逸夫教学楼YF209,"1,3,5,7,9,11,13,15周",5616,王艳,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L119Q,02,自动控制理论,电气,70,70,0,64,4,1,2,2,主校区思源西楼SX401,1-16周,6370,王喜莲,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L119Q,02,自动控制理论,电气,70,70,0,64,4,3,1,2,主校区逸夫教学楼YF508,1-16周,6370,王喜莲,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L119Q,02,自动控制理论,电气,70,70,0,64,4,5,1,2,主校区逸夫教学楼YF305,"1,3,5,7,9,11,13,15周",6370,王喜莲,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L119Q,03,自动控制理论,电气,70,63,7,64,4,1,2,2,主校区思源西楼SX502,1-16周,7626,林飞,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L119Q,03,自动控制理论,电气,70,63,7,64,4,3,1,2,主校区逸夫教学楼YF512,1-16周,7626,林飞,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L119Q,03,自动控制理论,电气,70,63,7,64,4,5,1,2,主校区逸夫教学楼YF312,"1,3,5,7,9,11,13,15周",7626,林飞,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L119Q,04,自动控制理论,电气,70,70,0,64,4,1,2,2,主校区思源西楼SX503,1-16周,7719,杜欣,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L119Q,04,自动控制理论,电气,70,70,0,64,4,3,1,2,主校区逸夫教学楼YF513,1-16周,7719,杜欣,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L119Q,04,自动控制理论,电气,70,70,0,64,4,5,1,2,主校区逸夫教学楼YF406,"1,3,5,7,9,11,13,15周",7719,杜欣,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L119Q,05,自动控制理论,电气,70,70,0,64,4,1,2,2,主校区思源西楼SX504,1-16周,7747,徐春梅,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L119Q,05,自动控制理论,电气,70,70,0,64,4,3,1,2,主校区逸夫教学楼YF505,1-16周,7747,徐春梅,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L119Q,05,自动控制理论,电气,70,70,0,64,4,5,1,2,主校区逸夫教学楼YF505,"1,3,5,7,9,11,13,15周",7747,徐春梅,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L120Q,01,电路,电气,70,70,0,96,6,1,1,2,主校区思源东楼SD107,1-16周,6012,黄辉,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 思源1001 思源1002 思源1003 思源1004 *
94L120Q,01,电路,电气,70,70,0,96,6,2,5,2,主校区逸夫教学楼YF510,"2,4,6,8,10,12,14,16周上",6012,黄辉,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 思源1001 思源1002 思源1003 思源1004 *
94L120Q,01,电路,电气,70,70,0,96,6,4,4,2,主校区思源东楼SD107,1-16周,6012,黄辉,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 思源1001 思源1002 思源1003 思源1004 *
94L120Q,01,电路,电气,70,70,0,96,6,5,2,2,主校区思源东楼SD107,1-16周,6012,黄辉,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 思源1001 思源1002 思源1003 思源1004 *
94L120Q,02,电路,电气,70,70,0,96,6,1,1,2,主校区思源东楼SD108,1-16周,6370,王喜莲,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 *
94L120Q,02,电路,电气,70,70,0,96,6,2,5,2,主校区逸夫教学楼YF606,"2,4,6,8,10,12,14,16周上",6370,王喜莲,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 *
94L120Q,02,电路,电气,70,70,0,96,6,4,4,2,主校区思源东楼SD108,1-16周,6370,王喜莲,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 *
94L120Q,02,电路,电气,70,70,0,96,6,5,2,2,主校区思源东楼SD108,1-16周,6370,王喜莲,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 *
94L120Q,03,电路,电气,70,70,0,96,6,1,1,2,主校区思源东楼SD202,1-16周,6707,马晓春,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 *
94L120Q,03,电路,电气,70,70,0,96,6,2,5,2,主校区逸夫教学楼YF608,"2,4,6,8,10,12,14,16周上",6707,马晓春,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 *
94L120Q,03,电路,电气,70,70,0,96,6,4,4,2,主校区思源东楼SD202,1-16周,6707,马晓春,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 *
94L120Q,03,电路,电气,70,70,0,96,6,5,2,2,主校区思源东楼SD202,1-16周,6707,马晓春,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 *
94L120Q,04,电路,电气,70,44,26,96,6,1,1,2,主校区思源东楼SD203,1-16周,464,王玫,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 *
94L120Q,04,电路,电气,70,44,26,96,6,2,5,2,主校区逸夫教学楼YF609,"2,4,6,8,10,12,14,16周上",464,王玫,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 *
94L120Q,04,电路,电气,70,44,26,96,6,4,4,2,主校区思源东楼SD203,1-16周,464,王玫,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 *
94L120Q,04,电路,电气,70,44,26,96,6,5,2,2,主校区思源东楼SD203,1-16周,464,王玫,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 *
94L120Q,05,电路,电气,70,70,0,96,6,1,1,2,主校区思源东楼SD207,1-16周,6197,叶晶晶,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 *
94L120Q,05,电路,电气,70,70,0,96,6,2,5,2,主校区逸夫教学楼YF406,"2,4,6,8,10,12,14,16周上",6197,叶晶晶,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 *
94L120Q,05,电路,电气,70,70,0,96,6,4,4,2,主校区思源东楼SD207,1-16周,6197,叶晶晶,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 *
94L120Q,05,电路,电气,70,70,0,96,6,5,2,2,主校区思源东楼SD207,1-16周,6197,叶晶晶,,,电气1001 电气1002 电气1003 电气1004 电气1005 电气1006 电气1007 电气1008 电气1009 电气1010 *
94L121Q,01,电路与电子技术,电气,62,62,0,48,3,1,4,2,主校区逸夫教学楼YF308,1-16周,7976,焦超群,,,机电1014 运输1001 运输1002 运输1003 运输1004 运输1005 运输1006 运输1007 运输1008 运输1009 运输1010 *
94L121Q,01,电路与电子技术,电气,62,62,0,48,3,5,1,2,主校区逸夫教学楼YF401,"2,4,6,8,10,12,14,16周上",7976,焦超群,,,机电1014 运输1001 运输1002 运输1003 运输1004 运输1005 运输1006 运输1007 运输1008 运输1009 运输1010 *
94L121Q,02,电路与电子技术,电气,62,62,0,48,3,1,4,2,主校区逸夫教学楼YF401,1-16周,6707,马晓春,,,机电1014 运输1001 运输1002 运输1003 运输1004 运输1005 运输1006 运输1007 运输1008 运输1009 运输1010 *
94L121Q,02,电路与电子技术,电气,62,62,0,48,3,5,1,2,主校区逸夫教学楼YF606,"2,4,6,8,10,12,14,16周上",6707,马晓春,,,机电1014 运输1001 运输1002 运输1003 运输1004 运输1005 运输1006 运输1007 运输1008 运输1009 运输1010 *
94L121Q,03,电路与电子技术,电气,62,56,6,48,3,1,4,2,主校区逸夫教学楼YF403,1-16周,6701,周晖,,,机电1014 运输1001 运输1002 运输1003 运输1004 运输1005 运输1006 运输1007 运输1008 运输1009 运输1010 *
94L121Q,03,电路与电子技术,电气,62,56,6,48,3,5,1,2,主校区逸夫教学楼YF611,"2,4,6,8,10,12,14,16周上",6701,周晖,,,机电1014 运输1001 运输1002 运输1003 运输1004 运输1005 运输1006 运输1007 运输1008 运输1009 运输1010 *
94L121Q,04,电路与电子技术,电气,62,58,4,48,3,1,4,2,主校区逸夫教学楼YF406,1-16周,6697,郭芳,,,机电1014 运输1001 运输1002 运输1003 运输1004 运输1005 运输1006 运输1007 运输1008 运输1009 运输1010 *
94L121Q,04,电路与电子技术,电气,62,58,4,48,3,5,1,2,主校区思源西楼SX401,"2,4,6,8,10,12,14,16周上",6697,郭芳,,,机电1014 运输1001 运输1002 运输1003 运输1004 运输1005 运输1006 运输1007 运输1008 运输1009 运输1010 *
94L121Q,05,电路与电子技术,电气,62,62,0,48,3,1,4,2,主校区逸夫教学楼YF408,1-16周,8134,张立伟,,,机电1014 运输1001 运输1002 运输1003 运输1004 运输1005 运输1006 运输1007 运输1008 运输1009 运输1010 *
94L121Q,05,电路与电子技术,电气,62,62,0,48,3,5,1,2,主校区思源西楼SX402,"2,4,6,8,10,12,14,16周上",8134,张立伟,,,机电1014 运输1001 运输1002 运输1003 运输1004 运输1005 运输1006 运输1007 运输1008 运输1009 运输1010 *
94L121Q,06,电路与电子技术,电气,62,61,1,48,3,1,4,2,主校区逸夫教学楼YF409,1-16周,7806,黄先进,,,机电1014 运输1001 运输1002 运输1003 运输1004 运输1005 运输1006 运输1007 运输1008 运输1009 运输1010 *
94L121Q,06,电路与电子技术,电气,62,61,1,48,3,5,1,2,主校区思源西楼SX403,"2,4,6,8,10,12,14,16周上",7806,黄先进,,,机电1014 运输1001 运输1002 运输1003 运输1004 运输1005 运输1006 运输1007 运输1008 运输1009 运输1010 *
94L143Q,01,信号与系统(B),电气,120,120,0,48,3,2,1,2,主校区第九教学楼东101,"2,4,6,8,10,12,14,16周上",428,邱瑞昌,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L143Q,01,信号与系统(B),电气,120,120,0,48,3,5,4,2,主校区思源西楼SX303,1-16周,428,邱瑞昌,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L143Q,02,信号与系统(B),电气,120,97,23,48,3,2,1,2,主校区逸夫教学楼YF406,"2,4,6,8,10,12,14,16周上",464,王玫,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L143Q,02,信号与系统(B),电气,120,97,23,48,3,5,4,2,主校区思源西楼SX302,1-16周,464,王玫,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L143Q,03,信号与系统(B),电气,120,119,1,48,3,2,1,2,主校区逸夫教学楼YF606,"2,4,6,8,10,12,14,16周上",8215,万庆祝,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
94L143Q,03,信号与系统(B),电气,120,119,1,48,3,5,4,2,主校区思源西楼SX203,1-16周,8215,万庆祝,,,电气0901 电气0902 电气0903 电气0904 电气0905 电气0906 电气0907 电气0908 电气0909 电气0910 *
A0L154Q,01,现代信息导论,软件,60,60,0,16,1,5,5,2,主校区逸夫教学楼YF509,1-8周,1637,阮秋琦,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L167Q,01,软件工程专业导论,软件,5,2,3,16,1,4,6,2,主校区第九教学楼中102,2-5周上,7459,卢苇,,,软件1101 软件1102 软件1103 软件1104 软件1105 软件1106 软件1107 *
A0L202Q,01,英语口语,软件,30,28,2,32,2,4,5,2,主校区机械楼Z101,1-16周,rj_john,john,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L202Q,02,英语口语,软件,30,21,9,32,2,4,6,2,主校区机械楼Z101,1-16周,rj_john,john,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L203Q,01,离散结构（双语）,软件,55,45,10,64,4,1,1,2,主校区思源西楼SX406,1-16周,8266,刘铎,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L203Q,01,离散结构（双语）,软件,55,45,10,64,4,3,5,2,主校区思源西楼SX407,1-16周,8266,刘铎,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L203Q,01,离散结构（双语）,软件,55,45,10,64,4,5,1,2,主校区思源西楼SX407,"1,3,5,7,9,11,13,15周",8266,刘铎,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L203Q,02,离散结构（双语）,软件,55,50,5,64,4,1,2,2,主校区逸夫教学楼YF东708,1-16周,8266,刘铎,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L203Q,02,离散结构（双语）,软件,55,50,5,64,4,3,2,2,主校区逸夫教学楼YF东708,"1,3,5,7,9,11,13,15周",8266,刘铎,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L203Q,02,离散结构（双语）,软件,55,50,5,64,4,5,2,2,主校区逸夫教学楼YF东708,1-16周,8266,刘铎,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L203Q,03,离散结构（双语）,软件,55,53,2,64,4,1,2,2,主校区思源东楼SD201,1-16周,6788,袁岗,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L203Q,03,离散结构（双语）,软件,55,53,2,64,4,3,2,2,主校区思源东楼SD201,"1,3,5,7,9,11,13,15周",6788,袁岗,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L203Q,03,离散结构（双语）,软件,55,53,2,64,4,5,2,2,主校区思源东楼SD201,1-16周,6788,袁岗,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L204Q,01,程序设计基础（双语）,软件,5,5,0,64,4,4,5,2,东校区东教一楼DQ103,10-17周上,5836,陈旭东,,,软件1101 软件1102
A0L204Q,01,程序设计基础（双语）,软件,5,5,0,64,4,1,5,2,东校区东教一楼DQ306,2-17周上,5836,陈旭东,,,软件1101 软件1102
A0L204Q,01,程序设计基础（双语）,软件,5,5,0,64,4,1,6,2,东校区东教一楼DQ306,2-17周上,5836,陈旭东,,,软件1101 软件1102
A0L204Q,02,程序设计基础（双语）,软件,5,5,0,64,4,4,5,2,东校区东教一楼DQ104,10-17周上,5827,马迪芳,,,软件1103 软件1104
A0L204Q,02,程序设计基础（双语）,软件,5,5,0,64,4,1,5,2,东校区东教一楼DQ403,2-17周上,5827,马迪芳,,,软件1103 软件1104
A0L204Q,02,程序设计基础（双语）,软件,5,5,0,64,4,1,6,2,东校区东教一楼DQ403,2-17周上,5827,马迪芳,,,软件1103 软件1104
A0L204Q,03,程序设计基础（双语）,软件,5,5,0,64,4,4,5,2,东校区东教一楼DQ204,10-17周上,2073,赵宏,,,软件1105 软件1106
A0L204Q,03,程序设计基础（双语）,软件,5,5,0,64,4,1,5,2,东校区东教一楼DQ204,2-17周上,2073,赵宏,,,软件1105 软件1106
A0L204Q,03,程序设计基础（双语）,软件,5,5,0,64,4,1,6,2,东校区东教一楼DQ204,2-17周上,2073,赵宏,,,软件1105 软件1106
A0L207Q,01,数据结构与算法设计（双语）,软件,55,42,13,64,4,2,2,2,主校区思源西楼SX505,1-16周,773,王方石,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L207Q,01,数据结构与算法设计（双语）,软件,55,42,13,64,4,3,2,2,主校区逸夫教学楼YF409,"2,4,6,8,10,12,14,16周上",773,王方石,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L207Q,01,数据结构与算法设计（双语）,软件,55,42,13,64,4,5,4,2,主校区思源西楼SX505,1-16周,773,王方石,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L207Q,02,数据结构与算法设计（双语）,软件,55,55,0,64,4,2,2,2,主校区思源西楼SX504,1-16周,5504,冯凤娟,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L207Q,02,数据结构与算法设计（双语）,软件,55,55,0,64,4,3,2,2,主校区逸夫教学楼YF408,"2,4,6,8,10,12,14,16周上",5504,冯凤娟,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L207Q,02,数据结构与算法设计（双语）,软件,55,55,0,64,4,5,4,2,主校区思源西楼SX504,1-16周,5504,冯凤娟,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L207Q,03,数据结构与算法设计（双语）,软件,55,54,1,64,4,1,5,2,主校区思源西楼SX505,1-16周,5504,冯凤娟,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L207Q,03,数据结构与算法设计（双语）,软件,55,54,1,64,4,2,4,2,主校区逸夫教学楼YF609,"2,4,6,8,10,12,14,16周上",5504,冯凤娟,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L207Q,03,数据结构与算法设计（双语）,软件,55,54,1,64,4,4,4,2,主校区思源西楼SX505,1-16周,5504,冯凤娟,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L212Q,01,数字媒体概论,软件,90,90,0,16,1,6,1,2,主校区思源楼SY208,3-7周上,rj_ww,吴炜,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L212Q,01,数字媒体概论,软件,90,90,0,16,1,6,2,2,主校区思源楼SY208,3-7周上,rj_ww,吴炜,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L214Q,01,软件系统分析与设计技术（双语）,软件,60,60,0,64,4,1,5,2,主校区逸夫教学楼YF108,1-16周,746,张红延,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L214Q,01,软件系统分析与设计技术（双语）,软件,60,60,0,64,4,3,4,2,主校区逸夫教学楼YF108,1-16周,746,张红延,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L214Q,01,软件系统分析与设计技术（双语）,软件,60,60,0,64,4,3,5,2,主校区逸夫教学楼YF108,1-16周,746,张红延,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L214Q,02,软件系统分析与设计技术（双语）,软件,60,35,25,64,4,1,1,2,主校区逸夫教学楼YF307,1-16周,746,张红延,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L214Q,02,软件系统分析与设计技术（双语）,软件,60,35,25,64,4,2,5,2,主校区逸夫教学楼YF307,1-16周,746,张红延,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L214Q,02,软件系统分析与设计技术（双语）,软件,60,35,25,64,4,2,6,2,主校区逸夫教学楼YF307,1-16周,746,张红延,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L214Q,03,软件系统分析与设计技术（双语）,软件,67,67,0,64,4,1,1,2,主校区逸夫教学楼YF312,1-16周,Txxh,谢新华,7459,卢苇 ,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L214Q,03,软件系统分析与设计技术（双语）,软件,67,67,0,64,4,2,5,2,主校区逸夫教学楼YF312,1-16周,Txxh,谢新华,7459,卢苇 ,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L214Q,03,软件系统分析与设计技术（双语）,软件,67,67,0,64,4,2,6,2,主校区逸夫教学楼YF312,1-16周,Txxh,谢新华,7459,卢苇 ,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L215Q,01,软件工程管理（英文）,软件,62,62,0,48,3,1,2,2,主校区思源东楼SD102,1-16周,rj_bp,白溥,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L215Q,01,软件工程管理（英文）,软件,62,62,0,48,3,2,4,2,主校区逸夫教学楼YF603,"1,3,5,7,9,11,13,15周",rj_bp,白溥,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L215Q,02,软件工程管理（英文）,软件,62,62,0,48,3,2,4,2,主校区逸夫教学楼YF603,"2,4,6,8,10,12,14,16周上",rj_bp,白溥,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L215Q,02,软件工程管理（英文）,软件,62,62,0,48,3,4,4,2,主校区逸夫教学楼YF601,1-16周,rj_bp,白溥,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L215Q,03,软件工程管理（英文）,软件,62,38,24,48,3,1,6,2,主校区逸夫教学楼YF609,1-16周,rj_xh,许浩,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L217Q,01,软件测试技术及实践（双语）,软件,85,84,1,64,4,4,1,2,主校区逸夫教学楼YF305,1-16周,rj_ly,刘颖5,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L217Q,01,软件测试技术及实践（双语）,软件,85,84,1,64,4,4,2,2,主校区逸夫教学楼YF305,1-16周,rj_ly,刘颖5,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L217Q,02,软件测试技术及实践（双语）,软件,85,54,31,64,4,2,1,2,主校区逸夫教学楼YF305,1-16周,rj_ly,刘颖5,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L217Q,02,软件测试技术及实践（双语）,软件,85,54,31,64,4,2,2,2,主校区逸夫教学楼YF305,1-16周,rj_ly,刘颖5,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L218Q,01,J2EE构架与程序设计（双语）,软件,65,65,0,48,3,1,4,2,主校区逸夫教学楼YF104,"1,3,5,7,9,11,13,15周",8254,冀振燕,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L218Q,01,J2EE构架与程序设计（双语）,软件,65,65,0,48,3,3,2,2,主校区逸夫教学楼YF106,1-16周,8254,冀振燕,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L218Q,02,J2EE构架与程序设计（双语）,软件,65,54,11,48,3,1,4,2,主校区逸夫教学楼YF302,"2,4,6,8,10,12,14,16周上",8254,冀振燕,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L218Q,02,J2EE构架与程序设计（双语）,软件,65,54,11,48,3,5,2,2,主校区逸夫教学楼YF302,1-16周,8254,冀振燕,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L219Q,01,分布式计算与实践（双语）,软件,50,44,6,48,3,5,6,2,主校区逸夫教学楼YF403,1-16周,rj_tyy,谭宜勇,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L219Q,02,分布式计算与实践（双语）,软件,50,28,22,48,3,5,6,2,主校区逸夫教学楼YF307,1-16周,rj_ygg,闫国光,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L220Q,01,系统级编程（双语）,软件,70,70,0,48,3,5,4,2,主校区逸夫教学楼YF208,1-12周上,rj_xw,薛伟,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L220Q,01,系统级编程（双语）,软件,70,70,0,48,3,5,5,2,主校区逸夫教学楼YF208,1-12周上,rj_xw,薛伟,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L225Q,01,计算机图形学（双语）,软件,50,42,8,48,3,5,4,2,主校区逸夫教学楼YF305,1-12周上,7922,邹琪,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L225Q,01,计算机图形学（双语）,软件,50,42,8,48,3,5,5,2,主校区逸夫教学楼YF305,1-12周上,7922,邹琪,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L226Q,01,DirectX与高级游戏特性（双语）,软件,50,43,7,64,4,3,2,2,主校区思源楼SY201,1-16周,rj_ww,吴炜,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L226Q,01,DirectX与高级游戏特性（双语）,软件,50,43,7,64,4,5,2,2,主校区思源西楼SX507,1-16周,rj_ww,吴炜,,,软件0901 软件0902 软件0903 软件0904 软件0905 软件0906 *
A0L232Q,01,C++面向对象程序设计（英文）,软件,55,55,0,32,2,4,1,2,主校区逸夫教学楼YF208,1-16周,rj_Rober,Robert,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
A0L232Q,02,C++面向对象程序设计（英文）,软件,55,48,7,32,2,2,1,2,主校区逸夫教学楼YF415,1-16周,rj_Rober,Robert,,,软件1001 软件1002 软件1003 软件1004 软件1005 软件1006 *
